false,false,true,false,false,true,true,true,true,false,true,true,"no-legs",true,false,true,"group4"
true,false,true,false,true,false,false,false,false,true,false,false,"6-legs",false,false,false,"group6"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,true,"group4"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,true,true,"group1"
false,false,true,false,false,false,false,false,false,true,false,false,"6-legs",false,false,false,"group6"
false,true,true,false,false,false,false,false,true,true,false,false,"2-legs",true,false,true,"group2"
false,false,false,false,false,false,true,false,false,true,true,false,"8-legs",true,false,false,"group7"
true,false,true,false,true,false,false,false,false,true,true,false,"6-legs",false,true,false,"group6"
false,false,true,false,false,true,true,false,false,false,false,false,"6-legs",false,false,false,"group7"
false,false,true,false,false,true,true,true,true,true,false,false,"4-legs",false,false,false,"group5"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",false,true,false,"group1"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,false,"group4"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,false,true,false,false,false,true,true,true,true,true,false,"no-legs",true,false,false,"group3"
false,false,true,false,false,true,true,true,true,true,false,false,"4-legs",true,false,false,"group5"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,true,false,"group2"
false,true,true,false,true,true,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,false,true,true,true,false,false,"2-legs",false,false,true,"group1"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,true,true,false,true,false,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,true,"group4"
