false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,true,false,"group2"
false,true,true,false,false,false,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
false,true,true,false,true,true,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,false,false,true,false,true,true,true,true,true,false,true,"no-legs",true,false,true,"group1"
true,false,false,true,true,false,false,true,true,true,false,false,"2-legs",true,false,false,"group1"
false,false,true,false,false,false,false,false,false,true,false,false,"no-legs",false,false,false,"group7"
false,false,true,false,false,false,false,false,true,true,false,false,"4-legs",true,false,true,"group3"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,true,true,false,true,true,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
false,false,true,false,false,true,false,true,true,false,false,true,"no-legs",true,true,false,"group4"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,true,true,"group1"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,false,false,"group1"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,true,false,"group2"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,false,"group4"
false,false,true,false,false,true,false,true,true,false,false,true,"no-legs",true,false,false,"group4"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
