false,true,true,false,true,true,false,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,false,true,true,true,false,false,"2-legs",true,false,true,"group1"
false,false,true,false,false,true,true,false,false,false,true,false,"no-legs",false,false,false,"group7"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
true,false,false,true,false,true,true,true,true,true,false,false,"4-legs",true,false,true,"group1"
true,false,false,true,false,false,false,true,true,true,false,false,"2-legs",true,false,false,"group1"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,false,"group4"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,false,"group4"
false,false,false,false,false,true,true,true,true,false,true,false,"no-legs",true,false,false,"group3"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,true,false,"group1"
false,false,true,false,false,true,false,true,true,true,false,false,"4-legs",false,false,false,"group5"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,false,false,"group1"
false,false,true,false,false,true,true,false,false,false,false,false,"8-legs",false,false,true,"group7"
true,false,false,true,false,true,true,true,true,true,false,true,"no-legs",false,false,true,"group1"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,false,"group1"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,true,true,"group1"
true,false,false,true,true,false,false,true,true,true,false,false,"2-legs",true,false,false,"group1"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",true,false,false,"group1"
