false,false,true,false,false,true,false,true,true,false,false,true,"no-legs",true,false,false,"group4"
false,false,true,false,false,true,true,false,false,false,false,false,"5-legs",false,false,false,"group7"
false,false,true,false,false,false,false,false,false,true,false,false,"6-legs",false,false,false,"group6"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,false,true,false,false,true,true,true,true,false,false,"2-legs",false,true,true,"group1"
false,true,true,false,false,false,true,false,true,true,false,false,"2-legs",true,false,true,"group2"
false,false,true,false,false,true,true,false,false,false,false,false,"6-legs",false,false,false,"group7"
false,false,true,false,false,true,true,true,true,true,true,false,"4-legs",false,false,false,"group5"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",false,false,true,"group1"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,false,false,"group2"
true,false,true,true,false,true,true,false,true,true,false,false,"4-legs",true,false,true,"group1"
false,true,true,false,true,false,false,false,true,true,false,false,"2-legs",true,false,true,"group2"
false,true,true,false,false,true,true,false,true,true,false,false,"2-legs",true,false,true,"group2"
false,false,false,true,false,true,true,true,true,true,false,true,"no-legs",true,false,true,"group1"
true,false,false,true,false,false,true,true,true,true,false,false,"4-legs",false,false,true,"group1"
true,false,false,true,false,false,false,true,true,true,false,false,"4-legs",true,false,true,"group1"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,true,"group4"
false,false,true,false,false,true,true,false,false,false,false,false,"4-legs",false,false,false,"group7"
false,true,true,false,true,false,true,false,true,true,false,false,"2-legs",true,false,false,"group2"
false,false,true,false,false,false,true,true,true,true,false,false,"4-legs",true,false,false,"group3"
false,false,true,false,false,true,true,true,true,false,false,true,"no-legs",true,false,false,"group4"
